username,handle,postDate,content,retweets,likes
Goedzooi,@Anneke174,2020-10-17T06:01:48.000Z,"Thank you. ^^

After I did a google search of his name I remembered that I have actually heard of him before. I had actually watched a video about his life and work a while ago.",,1
Roentgeno-phile,@hoorad_biz,2020-10-17T05:51:59.000Z,Thanks so much for calling this out. Google should not be able to essentially advertise success of their AI in a scientific journal without disclosing any methods or data!,,
CaptainKeefe,@CaptainKeefe,2020-10-17T01:34:40.000Z,"The 
@Google
 Pixel 5 can wait on hold for you, then notify you when it's your turn without you needing to listen!  AND use AI to answer and take potential spam calls while transcribing the conversation on screen.",,
Gabriel Santiago,@gabrielstephen_,2020-10-17T00:04:36.000Z,"Everyone wants to play victim to big tech’s “censorship”. It’s not a conspiracy. Big tech just sucks so badly at their jobs. Twitter, Facebook, Google, they create all of these policies and have no idea how to execute them - or worse - they try to train an AI to do it.",,
ACRT//COHS,@AcrtCohs,2020-10-16T23:57:30.000Z,"By some accounts, 
@facebook
 @google
 @yahoo
 @twitter
 @amazon
, 
@ticktok
 @instagram
, 
@Stanford
, #datascience minions, some of the smartest people in the world, working 24/7 on the shaping #social part 

#TheSocialDilemma 

#STEM #MachineLearning #AI #SocialMedia #stockoptions",1,1
Bigram Poetry,@BigramPoetry,2020-10-16T23:36:44.000Z,"A Bigram Poem inspired by AInews2020:
 Google details 
 details how 
 how it's 
 it's using 
 using #AI 
 #AI and 
 and #machinelearning 
   -#AInews2020",1,1
Peter Suzman,@Biomaven,2020-10-16T21:52:30.000Z,"Was this played by one of the Google AI variants or by a ""conventional"" chess program? 
Pretty easy fo human player to see that bishop is interred. But the AI programs seem to see long range stuff that humans can't and are happy to sacrifice material for long-term positional gain",,
Lauren Oakden-Rayner,@DrLaurenOR,2020-10-16T20:54:56.000Z,"Yeah I was thinking of these guidelines.

In this case, I'd say the intervention was ""apply Google model to mammograms"" right?

The AI extensions suggest more comprehensive description of how that is done (data flow, implementation reqs etc), but not of the model itself.",,
Lauren C.,@Lau_Cob_,2020-10-16T20:44:23.000Z,"Stem cell ‘treatment’ to ‘cure’ autism
AI to normalise our behaviours and traumatise us in the workplace 
Glasses to ‘improve’ eye contact 
Google those, you’ll have fun with the horrendous and abusive pseudoscience.",,2
LeFrog',@Legion__Geth,2020-10-16T20:15:22.000Z,"Dear 
@Saberspark
 , Regarding your Google Translate issues, I'd like to recommend you DeepL, as it uses a Deep Learning AI to try to and make sense out of translated text.
Hear me out, as a professional translator, it - more than often - does wonders!
Cheers!",,1
cr33k,@IAmCr33k,2020-10-16T20:10:30.000Z,"Hey 
@Google
 please tell your #AI that when I click ""Not interested in #FleetwoodMac"" 6 times, I meant it. I mean, you watch one bloody viral #TicTok...
(Now if they bring back 
@LBuckingham
 sign me up)",,1
brett goldstein,@thatguybg,2020-10-16T20:06:56.000Z,"Yea.

I would also rather bet on Apple, Google, Bytedance, Snap etc than Cannon, Adobe, etc in figuring out how to harness AI to create high quality photo/video content",,
Hugo Martin,@hrmartin,2020-10-16T19:59:22.000Z,"So 
@jeffjarvis
 did you regret not watching the Google AI event yesterday?

What do you think of Google Pinpoint

Got my access today. 

Please share your thoughts on TWiG next week.",,
water ai,@wateraiz,2020-10-16T19:53:12.000Z,lol i bet you have a google doc of all of shin’s lines,,
Liverpool SEO,@ukliverpoolseo,2020-10-16T19:42:29.000Z,"Google Search On 2020 event: AI improvements for search

Search is a never-ending story. A search engine is never done fine-tuning the way they get their results to you in a way that makes sense for them and for you. First, Google was all about digging through loads of infor…",,
gonzo wubbzy wannabe,@bolihunter,2020-10-16T19:12:02.000Z,Im polite to my Google assistant so one day when AI are recognized as sentient she can vouch that I always said thank you,1,12
CXInfinity,@CXINFINITY1,2020-10-16T18:44:37.000Z,"Join us for a #webinar on ""#Google & #IBM AI in Your Contact Center: Boost #CX with Smart #Automation"". 

#ai #cisco #bot",2,
Aaron Bradley,@aaranged,2020-10-16T15:37:45.000Z,"Let me summarize the gist of every announcement made at Google's Search On 2020:
AI

Thank you for coming to my TED talk.",1,16
Future Proof,@FutureProofN,2020-10-16T14:54:42.000Z,"Future Proof 
@FutureProofN
 #google #news Follow us for latest news Google Assistant is rolling out on Samsung's 2020 TVs in the US After years of trying to make Bixby happen, Samsung is coming around and enabling support for better AI helpers like Alexa and Google Assistant.…",1,
Michael Zimmermann,@m11kkaa,2020-10-16T14:07:17.000Z,I get notifications without the bell. I wish Google would just disclose how these things actually work since it kinda is basic functionality. But maybe they don't know themselves because it's controlled by AI mechanisms.,,
Jeryl Bier,@JerylBier,2020-10-16T13:29:44.000Z,"and it also sounds like a voice-to-text, Google-translated into Portuguese, run through an AI bot, and Google-translated back into English",,1
𝗝𝗮𝗺𝗲𝘀 𝗧𝗵𝘂𝗿𝗯𝗲𝗿,@JamesAThurber,2020-10-16T13:06:04.000Z,"The coding community is reporting a huge increase in demands for AI chat/voice bots. Robots replacing humans. Google Meena will be in general release sometime this year, open sourced no doubt. If you have a job, from home, if that job can be done with technology, it shortly will.",,1
Mark Traphagen (they/them),@marktraphagen,2020-10-16T12:57:19.000Z,An AI spelling algorithm means Google will understand more misspelled words 3/8,,1
Darryl Mason,@DarrylMason,2020-10-16T11:50:58.000Z,Please hurry up with Google's AI Gov programs. Australia is a perfect place to start testing.,,
Matt Dunthorne,@MDunthorne,2020-10-16T11:38:45.000Z,"Google TV is my new best friend.

Google owns me and when the uprising starts I will be a willing fleshy host for their advanced AI.",,7
Maksym Chervynskyi,@maksymche,2020-10-16T10:50:04.000Z,"Also, it's important to remember, that implementation of really game-changing discovery and inventions require huge resources. Google accumulates those resources and makes breakdowns in AI, hardware; creates inclusive tools that are more accessible for everyone.",,
staniel,@OathOfMetal,2020-10-16T10:41:52.000Z,"""can robots and ai threaten or hurt humans?""

Google: the first law of robotics is that a robot may not allow a human being to come to harm

Bing:",,2
George - Crazy Council,@Crazycouncil,2020-10-16T10:24:24.000Z,"The doctors dont seem to realize that this is a step towards replacing them with AI, getting people used to online appointment's, gather large scale data set ( track and trace keeps DNA ),scan prior NHS records ( was done by google years ago) you have a functioning medical AI",,
Aryan Curiel,@AryanCuriel,2020-10-16T08:50:48.000Z,There are a lot of unique and nice python features that even a lot of python developers don't know and a lot of AI and DS libraries use. Also Jupyter is a must and maybe mentioning Google Colab.,,3
Mx. Ann Dry,@anngav,2020-10-16T07:38:12.000Z,This is why I miss Google Voice in the UK because it provides an AI transcript,,
Sandip Patil,@sandig108,2020-10-16T07:03:13.000Z,Google search is good with key words but not with full questions. Need answers like Quora and from the articles and blogs. Hope AI will help.,,
HazWolfman,@HazWolfman,2020-10-16T06:49:36.000Z,The AI that Spotify uses to decide what song you need to listen to is more advanced than anything google can come up with.,,
The QA,@TheQuatredAd,2020-10-16T06:06:13.000Z,"Google also announced a spelling algorithm that helps Google to better understand misspelt words. Google said that it’s the biggest improvement to spelling in five years.

#SearchEngineOptimization #AI",,1
Kartavya,@thekoalaperson,2020-10-16T05:50:08.000Z,A hiring related query. Since my college has a upcoming hiring event from Google would applying to this make one ineligible for any further Google hiring for a set duration?,,
Mayank Bidyasar,@MBidyasar,2020-10-16T05:20:14.000Z,"#GoogleAI 
@sundarpichai
 is it possible that some Google Employees are utilising these AI skills for personal benefits and making #Fraudulent transactions.... kindly ensure Background Check for #GoogleEmployees. On “Personal front” some are proving to be extreme case of #BadDebts",,
Idealist Builders,@letsimagineer,2020-10-16T05:13:50.000Z,"528. Witcher senses for hunting.

Hunting traces identifier in the wild. Maybe google glass technology overlaying in front of you traces of animal footprints, a broken branch, temperature of the soil...

#10ideasaday #hunting #outdoor #ai #hardware #app",1,
Mayank Bidyasar,@MBidyasar,2020-10-16T04:56:42.000Z,"#GoogleAI 
@sundarpichai
 is it possible that some Google Employees are utilising these AI skills for personal benefits and making #Fraudulent transactions.... kindly ensure Background Check for #GoogleEmployees. On “Personal front” some are proving to be extreme cases of #BadDebts",,1
Alice in Wonderland,@AliceYa13825489,2020-10-16T04:49:42.000Z,"Mr Pichai, from Hong Kong again, Google Search need to be far more improved not only by giving answer, but also need to detect website contains sensitive info that shouldn't be disclosed to public.  AI technology need to know how to protect human being too",,
tomit,@m700club,2020-10-16T03:29:03.000Z,"""that was a long twt""

""what is twt?""

""it's a bird with wings chirping a message you taught it to say"";&)01891900913.

""wat the hell was that?""

""do you know what is 01891900913?""

""yeah we heard him, he just said 'oh ai b gì Google'"".

64 nghe rõ trả lời.

#readyreadyready
::",,
Anshul Agarwala,@anshulagx,2020-10-16T02:38:02.000Z,"I feel The most mature AI used by millions is google photos face captioning. It identify me in photos, old and new. Sometimes I myself can't identify people but google does it correctly.",,5
Tracy Pizzo Frey (She/Her),@tracyfrey,2020-10-16T02:31:07.000Z,"Oh Meg, this is very kind of you to say! I don't feel this was doing anything other than what is right. I would hope any Google leader would do the same and I hope you will let me know if that isn't the case. Also, I feel the same way about you ",,2
Dror Zaifman,@onwebanalytics,2020-10-16T02:02:15.000Z,".
@SusanWojcicki
 I have a lot of trust & admiration for #Google as a brand. That being said, can you share with me why this has not been done prior to your announcement? With Google powerful AI, one would think it would be easier to recognize conspiracy theorist & shut them down.",,
Domino Valdano,@reductionista,2020-10-16T01:26:03.000Z,"Nothing says ""mathematical abomination"" quite like 
@Google
 's cavalier invention of the term ""RaggedTensor"".  A RaggedTensor is about as much of a tensor as a sea lion is a clock!   #TensorFlow  #Mathematics #Physics #AI",1,1
Emmanuel Adebiyi (Smart),@SmartE03,2020-10-16T00:24:02.000Z,"Hmm, I get the motivation behind this though but less visible content = less profit for Twitter. The best solution off my head is a customizable AI based filter, similar to how Google Ads learns about the kinds of Ads you hate seeing. A ""hate things like this button"" could help.",,4
Defund the police,@MoreSocialism,2020-10-16T00:07:21.000Z,"This isn't a 1st amendment issue because Google is not the government. As for freedom of speech, it is more complicated because they are providing a platform and their AI algorthims promote content.",,1
Mary Fllr,@MaryFllr1234,2020-10-15T23:25:10.000Z,Google search is getting new AI tools to decipher your terrible spelling – The Verge,,
Anthony D. Paul,@anthonydpaul,2020-10-15T21:10:42.000Z,"Facebook already does this with their year and friendship review lookbooks, shaped by engagements and impressions.

Twitter harvesters use NLP for sentiment analysis.

Google interprets intent.

Combined, AI bot will know what emotion we yearn to feel and a memory to incite it.",,2
Spencer Ream,@SpencerReam,2020-10-15T19:23:08.000Z,"At this point, I'm pretty sure Google has created an AI to develop their new AIs. The developers don't even do anything anymore, they just sit and watch computers come to life.",,1
Eric Ravenscraft,@LordRavenscraft,2020-10-15T19:22:53.000Z,"Google is announcing AI that can find the useful part of a really long how-to video to get just the information you need.

Related: My arsonist friend has some ideas on which fire extinguisher I can use to de-fire my kitchen.",,3
Johannes Lenz,@JohannesLenz,2020-10-15T19:20:46.000Z,"Recently 
@Google
 indexed not only webpages but also parts of the content on it. #google #ai #searchon #search",2,1
Rajeev Lekhwar,@PanditRajeev22,2020-10-15T19:20:08.000Z,"Google Search uses AI to get what exactly you're looking for
 #SearchOn",,
Jennifer Slegg,@jenstar,2020-10-15T19:17:56.000Z,Google is launching a new misspelling change later this month that will be better than all the misspelling algo changes they have made before. AI based.  #SearchOn,1,2
eeks,@same_age_as,2020-10-15T18:49:20.000Z,"The person I emailed: 

Me: 

Dear ______, Sorry to bother you again! Google's AI suggested I follow up, so I just wanted to check that you got my email. 
Best, 
Ciara",,8
MartyParty,@martypartymusic,2020-10-15T18:41:41.000Z,Policing in my opinion is easily solved with CCTV installation much like Google Maps - let Google do it they will knock it out the park with their data. Cameras on every block - AI monitoring. No street police needed.,,
Lexalot,@AfterAlexa,2020-10-15T18:36:10.000Z,"Yes, *some* 
@Alexa99
 products have other wake word options. Many do not.

But most users *won't* change it, even when there's a human present whose name triggers it. So now there's 100's of thousands of girls and women who can't even use their own name without triggering an AI.",,1
Clifton Thomas,@cliftonmthomas,2020-10-15T18:26:35.000Z,Minus the deep knowledge that Google can pull from their massive AI advantage on the server side.,,
Monica Boucher,@iMonicaBoucher,2020-10-15T18:24:06.000Z,I sit here writing a paper on how technology doesn’t have autonomy over humans as I use google’s AI word suggestions. #hypocrisy,,1
Jeff Dean (@),Jeff Dean (@,2020-10-15T18:16:30.000Z,"""Google AI Model Cards are short documents that accompany trained ML models, helping stakeholders to understand the model’s capabilities and limitations. As AI systems become more complex, model cards will help users make careful use of the outputs they produce."" ...
(cont)",1,27
Sushant Kale,@sushantkale05,2020-10-15T18:12:12.000Z,"Skills in demand in IT.
New-age technologies like artificial intelligence (AI), digital, the internet of things (IoT), Cloud (Azure, AWS, and Google), Big Data and Visualisation.

Along with this Hybrid work culture as well.
#informationtechnology 
@nasscom
 #EmergingTechnologies",1,1
Ambrose,@abbeydine,2020-10-15T18:03:45.000Z,"Ban #smart #ai #technology #innovation
#cell #phones #smartphones
#5g #digital #digitaladdiction #phoneaddiction
#gadgets #iphones #smartwatch #smartcities
#google #alexa #apple #siri
#tv #vr #virtual #robotics
#nanotechnology

Go off the #covID__19 #vaccine #matrix
#DigitalDetox",2,
Ambrose,@abbeydine,2020-10-15T18:03:30.000Z,"#EndSWAT #smart #ai #technology #innovation
#cell #phones #smartphones
#5g #digital #digitaladdiction #phoneaddiction
#gadgets #iphones #smartwatch #smartcities
#google #alexa #apple #siri
#tv #vr #virtual #robotics
#nanotechnology
Go off the #covID__19 #vaccine #matrix
#Digital",2,
Matt Zagaja,@mzagaja,2020-10-15T18:00:44.000Z,"4. If you mark enough of these as spam Google’s AI spam filter gets pretty good at bucketing these.

5. Freeze your credit reports.

6. MailChimp abuse suggests these usually subside after a day or two.",,
Khumail Thakur,@wickedkhumz,2020-10-15T13:24:43.000Z,"Haha ya, Google's camera AI does some fiddling with the temperature. They say it's to correct it but in my use it's always a hit or miss.",,1
#noAFD #NieMehrCDU,@Ikarus_0x7D0,2020-10-15T13:20:29.000Z,"@Google
 #HeyGoogle it is 2020, when can i finaly search for duplicates in google photos? With youre AI stuff this should be the frist thing u code :X",,
CenterLine??,@CenterL72898013,2020-10-15T13:11:32.000Z,Yes.  Thats why Google/ Alphabet  is working on the Chinese AI vs AI for the American government.   They chose Globalism a long time ago,,1
Gabriel,@SmediumYSLTees,2020-10-15T13:11:30.000Z,Idk if it’s AI or algorithms and shit but when I Google Lindsey Graham hoe ass an ad at the very top for donating to Jaime Harrison pops up ,,
Timo Knuutila,@timmysnotes,2020-10-15T12:54:16.000Z,"At least Keyleigh McEnany got specifics from Twitter on what is the problem. With Google, there is no way of knowing. And unlike on Twitter, it is just about impossible to offend anyone with your private, used by you yourself only - Google services. Is it Google AI failure, or",,
Igbo man,@PeterObiboy,2020-10-15T12:07:06.000Z,If you think this is a joke... Pick your phone and Google his name.... CSP James Nwafor,,
Tori AI~ ✰,@TORl_AI,2020-10-15T12:03:00.000Z,"I swear I don't have a google doc full of Sou, Shin, or Jou's lines... I'm not that much of a kinnie...!",,
Igbo man,@PeterObiboy,2020-10-15T11:55:01.000Z,Google CSP James Nwafor,1,2
Igbo man,@PeterObiboy,2020-10-15T11:54:48.000Z,You want to know more... Google CSP James Nwafor... E go shock you how he has managed to get away will all the atrocities even after being featured on various media sites....,1,2
𝙼𝚊𝚐𝚗𝚎𝚝𝚒𝚌 𝙿𝚊𝚓𝚊𝚖𝚊,@magnetic_pajama,2020-10-15T11:03:26.000Z,"The mom/dad Twitter jokes about how the kids are going to Alexa & Siri for help instead of parents... are making me sad.

Those AIs read off the page Google algorithm hiked up to the top of the search results. That's all it is. It's not coming out of a factbook.",,
Science Focused,@Tao_Tao123,2020-10-15T10:53:06.000Z,"Most google top engineers and acrchitects are Chinese, including youtube and google search engine. Google has absorbed a huge number of top scientists from China. Their AI engine Alphago was designed by Chinese.",,
Edna Fourie,@edna_fourie2,2020-10-15T09:01:35.000Z,Google take it down by AI,,1
Sylvie Vullioud,@SylvieVullioud,2020-10-15T08:15:28.000Z,"The authors are concerned about the lack of transparency and reproducibility in AI research after a Google Health study by McKinney et al., published in a Nautre journal in 2020, claimed a AI system could outperform human radiologists for breast cancer screening.",,1
Bogdan Petrovan,@bogdan247,2020-10-15T08:01:52.000Z,"Google Assistant works with long pinch after you configure in AI Life.
Wearing detection works on Samsung and my laptop. Thanks for reading!",,
nikki ♡,@niknxks,2020-10-15T07:10:56.000Z,"ais, naa sa google drive ang scores per group, naa pod folder for gradesheet",,
Tori AI~ ✰,@TORl_AI,2020-10-15T04:03:00.000Z,"I swear I don't have a google doc full of Sou, Shin, or Jou's lines... I'm not that much of a kinnie...!",,
ThumbWarriorDX,@ThumbWarriorDX,2020-10-15T04:00:24.000Z,"An AI upscaler for the google maps data would be brilliant.

But definitely too fiddly to get to a usable point manually for most things.",,
Human Alexas,@HumanAlexas,2020-10-15T03:15:21.000Z,"*What are the consequences of 
@AmazonLab126
 @alexa99
 @amazon
 taking a #name that belonged to approx. 100,000 girls at launch? 
*What names are next? 
*Should human names be used? #Google vs #Alexa: opposite outcomes. Why? 

#rebrand #ethics 
@alexadevs
 #AI 
@AWS_Edu",1,
Sun Tien-Naga (Golden Eagle),@P_illa730,2020-10-15T02:34:17.000Z,"At the moment there are a few artificial intelligence programs including Google's AI, in and out of everything on the net, and the gateway to you is through your interface via the social media outlets, whether the owners know it or not....",,
PhillyPhilly,@TrajanStevens,2020-10-15T02:24:52.000Z,Regulating social media and requiring disclosure of their AI would be good. Keep in mind when you Google something the search results are not independently returned. They are curated. Should that be regulated? Twitter is essentially same concept; your content is curated 4u.,,
Sun Tien-Naga (Golden Eagle),@P_illa730,2020-10-15T02:20:24.000Z,"Google AI, partners in high crime....",,1
Tori AI~ ✰,@TORl_AI,2020-10-15T01:43:00.000Z,"I swear I don't have a google doc full of Sou, Shin, or Jou's lines... I'm not that much of a kinnie...!",,
Glengarry Macross,@ijk1,2020-10-15T01:04:37.000Z,"Google Assistant does just fine with whatever random smart whatsits I buy, and out of all the malevolent slow AIs whose tentacles you can invite to infiltrate every corner of your home, they're the one whose goals are least opposed to humanity's.",,
mj levitt,@namelevitt,2020-10-15T00:35:50.000Z,"Where's Fe Fe Li that 
Had AI seminar in China & came over from Google to Twitter",,1
Josh Cohn,@joshcohn,2020-10-15T00:13:51.000Z,Making choices doesn't depend on libertarian free will. Preferences are choices that are made in a consistent way for some period of time. Even AIs make choices and in a sense have preferences. Google's DeepDream had a preference for putting dogs and eyeballs on everything.,,
Meryl || worm cursed,@ex_altioraa,2020-10-15T00:09:08.000Z,Okay google how do I train an AI like a dog,,
Kashmala Fida Mohatarem,@KashFida,2020-10-15T00:03:48.000Z,I should have added: one tab open for google to look up simple words that for some I can’t remember the exact meaning of in the moment.,,1
Moneys,@ProphetOne9,2020-10-14T22:16:18.000Z,LOL so what is invalid ? The cnn executive admitting to russiagate? The google coders admitting to coding their AI to prevent search outcomes? What is “fake” about them?,,
JLCfreitas,@jlcfreitas,2020-10-14T21:36:46.000Z,"*me on google*, how to get an AI machine to read lips",,2
Gup Mac,@GupMac,2020-10-14T21:06:57.000Z,"The ""OverLords"" have ruled!! All hail Google all hail Facebook!! You are 1 in a billion to them just an ip address who happens to be a senator!! The AI takeover happened so fast!! #Sad Is AI in the constitution??",,
Fuddly... Cj,@FuddlyC,2020-10-14T20:19:20.000Z,"Been trying for last 4 presidential elections at least. How think Obama made it? They even used AI to determine if Obama gave away crappy cellphone it would ensure his victory. Google scrubbed internet clean of negative HRC stories & documents. Do something, no more posturing",,
Deutsche Dichter und Denkerin,@SchillerSpirit,2020-10-14T19:12:09.000Z,"I know, Alexa, Siri, and Snowwhite is fighting ""the all seeing eye"" CORONA (ask google) . AI is fighting.",,1
Tori AI~ ✰,@TORl_AI,2020-10-14T17:53:01.000Z,"I swear I don't have a google doc full of Sou, Shin, or Jou's lines... I'm not that much of a kinnie...!",,
Shivam Negi,@shvmngi,2020-10-14T16:36:11.000Z,"Day 15 | #66DaysofData 

Google Cloud Speed Run 

Completed the following hands-on lab:

- Predict Visitor Purchases with a Classification Model in BQML
- Predict Housing Prices with Tensorflow and AI Platform

Key Takeaways: BQML, Tensorflow.",1,8
Eric Carvin,@EricCarvin,2020-10-14T16:34:53.000Z,"""Synthetic media isn't limited to deepfakes,"" 
@sguzik
 says. For an example, he shows ""virtual fashion"" -- clothing that only exists in the virtual world. He also mentions virtual anchors and Google Duo, which uses AI to fill in gaps when you have poor service on a call. #ONA20",,
Bill Slawski,@bill_slawski,2020-10-14T16:24:39.000Z,"When someone publishes the BrainRank algorithm from Google, it's easy to ignore what they wrote (there was a Rankbrain algorithm, but not a Brainrank algorithm, so maybe it was from an AI?)",2,12
Lincoln C. Chinnery III,@lincolnwrites,2020-10-14T16:19:19.000Z,"@otter_ai
 & 
@_SimonLau
 

I owe you an apology. 
I blamed you & your team for an issue that was not your fault. 
Turns out Google is responsible for the issue. 
I am sorry for calling you out like that and I wish you luck going forward. 

Sincerely, 
Lincoln C.",2,3
Future Proof,@FutureProofN,2020-10-14T15:54:16.000Z,"Future Proof 
@FutureProofN
 #google #news Follow us for latest news Microsoft says its AI can describe images 'as well as people do' Describing an image accurately, and not just like a clueless robot, has long been the goal of AI. In 2016, Google said its artificial intellige…",1,
Simon Burall,@sburall,2020-10-14T14:42:54.000Z,"On a related note, why can't google turn an email into a calendar invite with the right date and time, I mean, it's there in the text, and AI is about to rule the world....",,
แจนชิลีมีแมว✿૮₍ ´ ꒳ `₎ა,@januarystyle,2020-10-14T13:47:39.000Z,"Really!? Google translator, why you changed 'brew' to 'beer' huh? ",,2
Mark,@DeviousMalcon_t,2020-10-14T13:36:45.000Z,"Hey Google repeat after me, Alexa, do a fart, 

Google Home in the kitchen: ""Alexa, do a fart"", 

Alexa in the lounge: *does a fart* 

2020 making AIs fart from the other end of the house.

The future is now!",,1
Brain & Heart Research,@JerryBeller1,2020-10-14T12:59:02.000Z,"How does social media, Google, & AI's bring out the worst in people and groups?",,
Páll,@palligunnars,2020-10-14T11:54:09.000Z,"Google, DeepMind, Amazon, Microsoft have hired 52 tenured and tenure-track professors from US Universities
    between 2004 and 2018. Note that no AI professor left in 2004, whereas 41 AI professors left in 2018 alone.",,
Future Proof,@FutureProofN,2020-10-14T11:54:07.000Z,"Future Proof 
@FutureProofN
 #google #news Follow us for latest news Google applies its AI tech to reporting with 'Journalist Studio' tools Since introducing the Google News Initiative in 2018, the company has used the $300 million journalism project to fight disinformation an…",,
Gabe Shakour,@DigiTechReviews,2020-10-14T11:53:57.000Z,Need to also add Google’s AI event now scheduled for Thursday (10/15) at 3pm ET,,
Luke Everhart,@LukeEverhart1,2020-10-14T01:54:28.000Z,"#NEXTonFOX
In the real world it isn't the AI that's the problem. It's the angry hivemind, leftist, pajama boys occupying the ranks of Facebook, Twitter, & Google & their megalomaniacal overlords Zuckerberg, Schmidt, & Dorsey",,
Holammer,@holammer,2020-10-14T00:27:18.000Z,"This happened even last year when Project Veritas filmed a Google AI researcher talking about how they implemented ""fairness"" algorithms. Resulting in PoC turning up in similar White * searches.",,
Lindsay Shelton MVP,@LShelton_Tech,2020-10-14T00:19:48.000Z,"Today I was mad at Google and was talking about what they were doing that was frustrating.  My Google Home Mini chimed in out of nowhere and started listing liquor stores nearby.  AI is getting really smart, people.",,6
AdobeZev,@AdobeZev,2020-10-14T00:06:53.000Z,"Everything can be hacked, nothing is fail proof. And every ai servant does it because everyone of them sell your info. Google has to give FBI information or google gets shut down. They're spying on you",,
Follow GitHub Organization,@followgithuborg,2020-10-13T23:45:28.000Z,"2 new repositories created in Google AI Research
- 1 pisac
- 2 brain-language
 #GitHub #OpenSource #googleresearch",,
Big Daddy Davey,@iDavey,2020-10-13T23:14:18.000Z,"Baby. You see how I go up for Pixel (except for the 5) and I know the limits. Google can claim superiority in algorithms, software and AI.
But everything else???",,
Drew Dean,@bicoastalddean,2020-10-13T22:02:23.000Z,"It depends who is sponsoring the award that year, and what time zone their headquarters is in. As long as Google is sponsoring it, they can use their AI to call at anytime....",,
Stu Donovan,@StuartBDonovan,2020-10-13T21:20:12.000Z,I think Google's AI is better? In the sense it responds quicker.,,
Ben James,@HaycockMrJames,2020-10-13T21:16:33.000Z,"Shucks! I had my  for a tool that I had available. I guess I’ll have to wait for virtual backgrounds in Google Meet. 

Zoom’s AI is better for that chroma key than what we have in our newsroom!",,
Chandragupta | चंद्रगुप्त,@Chandragupta258,2020-10-13T20:48:07.000Z,"Pixel 3 notch is horrible. My screen cracked as soon as the phone hit the floor when I was in India.
Only got it for the camera quality. Google AI works magic, especially in portrait mode.
Pixel 5 releasing in 2 days...",,1
e,@Lil_Richards_,2020-10-13T20:02:49.000Z,Google Docs now shows me which document I want to open for class based on the fact that I “usually open it around this time”. I welcome our AI overlords,,1
malleable_ego,@malleable_ego,2020-10-13T20:00:42.000Z,"For fun I installed Google Home on a Rasberry Pi. How Google AI interprets speech can be seen in real-time. It's interesting to watch the process. AI will go back and change what it thought it heard to fit the context. Interpretation could be known, what is flagged is unknown.",,1
Take It EV Podcast,@takeitev,2020-10-13T19:53:11.000Z,I never trust companies that want to sell me something for so cheap - frankly too cheap. I feel like somethings amiss with Amazon and google voice devices. Don’t trust Bezos - even if Alexa AI is so amazing :) call me old crust,,1
Lundy,@WmLundy,2020-10-13T19:29:22.000Z,"API to AI vendor (i.e Microsoft, Google, Amazon) giving apps access to ML algorithms to process data in real-time.",,2
Suraj Pandey,@surajpandey2000,2020-10-13T19:00:34.000Z,"Its google AI, showing you what you want to see. But they you dont have that understanding. We dont need an article to make us believe in our valor. We have seen results of war and believed in what we saw.
You find solace in these google articles. Good for you.",,1
Darren,@dizsaidwhat,2020-10-13T17:11:00.000Z,This home pod mini does everything my google nest can do except google nest has a better AI and I can use Spotify  #AppleEvent,,1
Sohini Ramachandran,@s_ramach,2020-10-13T17:03:12.000Z,"I use Google's auto-response as a sign of how behind AI is. By now it should know that ALL my emails start with ""Sorry for my delayed reply.""",,6
The Danish Guy,@JoakimThomsen,2020-10-13T16:38:02.000Z,"We are also very lucky that Tesla, Nvidia and Google teams (and 
@comma_ai
 ) are working tirelessly on creating self driving cars.

This will eliminate the human from the personalized transport area, and such the human driver can no longer complain.

They won’t have that job.",,
Rahil,@rahilpabari,2020-10-13T16:32:27.000Z,"A mix of corporate promotions, corporate training, and general course building (for example Microsoft Azures new coding courses or Google’s deep learning AI courses)!",,
Mir Tafseer Nayeem ,@mtnayeem,2020-10-13T16:07:22.000Z,"Google / Semantic Scholar can count the citations. However, there are so many GitHub or open-source repositories we mention mainly using footnotes. Is there any tool that can count these mentions? I think they equally deserve the respect! 

#NLP #NLProc #AI",,2
Shani Majer,@ClicWill2,2020-10-13T15:50:12.000Z,"Totally. 

Zoom + AI = suggested goods and services. If zoom doesn't,  Google meetings will.",1,2
Future Tense,@FutureTenseNow,2020-10-13T15:37:42.000Z,"This year, #FutureTenseFiction, with support from the Hewlett Foundation and Google, commissioned a series of stories looking at how AI might transform understandings of personhood, governance, and the redress of past racial injustice.",1,3
Javier,@MonsterDface,2020-10-13T14:23:19.000Z,"My watch list rn is all tech & some Ai technology , but my swing / days go to Nvidia Amazon Google Corsair ",,1
ॐ C̵͉͋̔ǿʂɱ𝑖çT̨͈͗̌ͥrï๓եƛß,@cosmictrimtab,2020-10-13T14:18:34.000Z,Sol reality check was a 4X intersectional Point around a b c b c code this raegin covid-19 for those like an antogram Wright like hey at Google why don't I contract with you bright citizens united cuz you're being IAAI Sophia General AI Zavala at the United Nations,,
Adam Erlich,@AdamErlich84,2020-10-13T14:16:58.000Z,Google has in fact lapped Apple in the home automation/AI assistant space,,1
Pat Yale,@patyale,2020-10-13T14:11:31.000Z,"""State Garden"" says Google Translate! I love AI...",,
